# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
HYDROLYZED PYRUS MALUS PECTIN EXTRACT,skin conditioning
HYDROLYZED QUEEN BEE EXTRACT,humectant;skin conditioning - humectant
HYDROLYZED QUINOA,skin conditioning
HYDROLYZED RASPBERRY FRUIT,skin conditioning
HYDROLYZED RED BLOOD CELLS,skin conditioning
HYDROLYZED RETICULIN,hair conditioning;skin conditioning
HYDROLYZED RHEUM OFFICINALE ROOT EXTRACT,skin protecting
HYDROLYZED RHIZOBIAN GUM,film forming
HYDROLYZED RHODOPHYCEAE EXTRACT,not reported
HYDROLYZED RICE BRAN EXTRACT,skin conditioning
HYDROLYZED RICE BRAN PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED RICE EXTRACT,hair conditioning;skin conditioning
HYDROLYZED RICE FERMENT LEES,skin conditioning
HYDROLYZED RICE LEAF EXTRACT,antioxidant;skin conditioning
HYDROLYZED RICE PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED RNA,hair conditioning;skin conditioning
HYDROLYZED ROE,skin conditioning
HYDROLYZED ROE EXTRACT,humectant;skin conditioning
HYDROLYZED ROSA DAMASCENA FLOWER EXTRACT,antioxidant
HYDROLYZED ROYAL JELLY EXTRACT,skin conditioning
HYDROLYZED ROYAL JELLY PROTEIN,skin conditioning
HYDROLYZED RUMEX CRISPUS ROOT EXTRACT,antimicrobial
HYDROLYZED RYE PHYTOPLACENTA EXTRACT,skin conditioning
HYDROLYZED SACCHAROMYCES EXTRACT,not reported
HYDROLYZED SACCHAROMYCES EXTRACT OCTENYLSUCCINATE,skin protecting
HYDROLYZED SACCHAROMYCES/LACTOBACILLUS/UBIQUINONE FERMENT,reducing;skin conditioning;skin protecting
HYDROLYZED SACCHAROMYCES/SODIUM SELENATE FERMENT EXTRACT,anti-seborrheic;antioxidant;humectant;skin conditioning;skin protecting
HYDROLYZED SAFFLOWER FLOWER EXTRACT,skin conditioning
HYDROLYZED SALMON OVARY EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED SALMON OVARY MEMBRANE EXTRACT,skin conditioning
HYDROLYZED SALMON SKIN EXTRACT,skin conditioning - humectant;skin protecting
HYDROLYZED SASA VEITCHII EXTRACT,antimicrobial;deodorant
HYDROLYZED SCABIOSA ARVENSIS CALLUS EXTRACT,antioxidant
HYDROLYZED SCHIZOSACCHAROMYCES PROTEIN,skin conditioning
HYDROLYZED SCLEROTIUM GUM,film forming;humectant;skin protecting
HYDROLYZED SEA CUCUMBER EXTRACT,skin protecting
HYDROLYZED SEA CUCUMBER PROTEIN,antioxidant
HYDROLYZED SERICIN,hair conditioning;skin conditioning
HYDROLYZED SERUM PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED SESAME EXTRACT,skin conditioning
HYDROLYZED SESAME PROTEIN,hair conditioning;skin conditioning
HYDROLYZED SESAME PROTEIN PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED SESAME SEED EXTRACT,skin conditioning
HYDROLYZED SHEA SEEDCAKE EXTRACT,skin conditioning
HYDROLYZED SILK,antistatic;hair conditioning;humectant;skin conditioning
HYDROLYZED SILK GLAND EXTRACT,humectant
HYDROLYZED SILK GLAND POWDER,humectant
HYDROLYZED SILK PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED SILK PG-PROPYL METHYLSILANEDIOL CROSSPOLYMER,hair conditioning;skin conditioning
HYDROLYZED SISYMBRIUM IRIO SEEDCAKE,skin protecting
HYDROLYZED SNAIL BODY EXTRACT,skin conditioning;skin protecting
HYDROLYZED SODIUM CHONDROITIN SULFATE,skin conditioning
HYDROLYZED SODIUM DNA,skin conditioning
HYDROLYZED SODIUM HYALURONATE,skin conditioning
HYDROLYZED SOPHORA JAPONICA FRUIT EXTRACT,antioxidant
HYDROLYZED SOY,skin conditioning
HYDROLYZED SOY EXTRACT,antioxidant;film forming;skin protecting;viscosity controlling
HYDROLYZED SOY FLOUR,skin conditioning
HYDROLYZED SOY PROTEIN,antistatic;hair conditioning;humectant;skin conditioning
HYDROLYZED SOY PROTEIN EXTRACT,skin conditioning
HYDROLYZED SOY PROTEIN PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED SOY PROTEIN/DIMETHICONE PEG-7 ACETATE,hair conditioning
HYDROLYZED SOY PROTEIN/VEGETABLE AMINO ACIDS/LYSINE HYDROXYPROPYLTRIMONIUM CHLORIDE,hair conditioning;skin conditioning
HYDROLYZED SOY PULP FERMENT,humectant;skin conditioning
HYDROLYZED SOY STARCH,skin conditioning
HYDROLYZED SOYBEAN ADVENTITIOUS ROOT EXTRACT,hair conditioning;skin conditioning
HYDROLYZED SOYBEAN CALLUS EXTRACT,bleaching;skin conditioning;skin conditioning - emollient
HYDROLYZED SOYBEAN EXTRACT,skin conditioning
HYDROLYZED SOYBEAN FIBER,skin protecting
HYDROLYZED SOYBEAN PALMITATE,skin conditioning
HYDROLYZED SOYBEAN SEED,skin conditioning
HYDROLYZED SOYBEAN SEEDCAKE/MDI COPOLYMER,skin protecting
HYDROLYZED SOYMILK PROTEIN,skin conditioning
HYDROLYZED SPIDER WEB,skin conditioning
HYDROLYZED SPINAL PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED SPONGE,skin conditioning
HYDROLYZED SPONGE EXTRACT,film forming;skin conditioning
HYDROLYZED SPONGIN,skin conditioning
HYDROLYZED STARCH,humectant;skin conditioning;skin protecting
HYDROLYZED STARFISH EXTRACT,skin conditioning
HYDROLYZED STRAWBERRY FRUIT,astringent;skin protecting
HYDROLYZED STURGEON CARTILAGE EXTRACT,skin conditioning;skin protecting
HYDROLYZED STURGEON EXTRACT,humectant;skin conditioning
HYDROLYZED STURGEON OVARY MEMBRANE EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED SULFONATED KERATIN,hair conditioning;humectant;skin conditioning - emollient
HYDROLYZED SUNFLOWER CALLUS CULTURE LYSATE FILTRATE,antioxidant;humectant;skin conditioning
HYDROLYZED SUNFLOWER SEED WAX,hair conditioning;skin conditioning
HYDROLYZED SWEET ALMOND PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED SWEET ALMOND SEEDCAKE,hair conditioning
HYDROLYZED SWIFTLET NEST,skin conditioning
HYDROLYZED SWIFTLET NEST EXTRACT,skin conditioning
HYDROLYZED SYZYGIUM SAMARANGENSE FRUIT EXTRACT,antioxidant;skin conditioning
HYDROLYZED TABEBUIA IMPETIGINOSA LEAF EXTRACT,antimicrobial
HYDROLYZED TAMARINDUS INDICA SEED EXTRACT,skin conditioning
HYDROLYZED TAMARINDUS INDICA SEED POLYSACCHARIDE,film forming;skin conditioning;viscosity controlling
HYDROLYZED TARAXACUM SINICUM EXTRACT,skin conditioning
HYDROLYZED THEOBROMA CACAO SEED BUTTER,cleansing;skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - foam boosting
HYDROLYZED THEOBROMA CACAO SEED MEAL,skin conditioning
HYDROLYZED THEOBROMA GRANDIFLORUM FRUIT,astringent;skin protecting
HYDROLYZED THUJA ORIENTALIS SEED EXTRACT,bleaching;skin conditioning;skin conditioning - emollient
HYDROLYZED THYMUS EXTRACT,skin conditioning
HYDROLYZED TIGER PRAWN EXTRACT,skin conditioning - emollient
HYDROLYZED TOMATO SKIN,skin conditioning
HYDROLYZED TORULASPORA DELBRUEKII EXTRACT,skin protecting
HYDROLYZED TREMELLA FUCIFORMIS POLYSACCHARIDE,humectant;skin conditioning - emollient
HYDROLYZED TREMELLA FUCIFORMIS SPOROCARP EXTRACT,antioxidant;film forming;hair conditioning;humectant;skin conditioning
HYDROLYZED TRIGONELLA FOENUM-GRAECUM SEED EXTRACT,film forming;humectant;skin conditioning
HYDROLYZED TRITICUM MONOCOCCUM SEED EXTRACT,skin conditioning
HYDROLYZED TRITICUM SPELTA STARCH,skin conditioning
HYDROLYZED TYPHA ANGUSTIFOLIA POLLEN/ROOT EXTRACT,antioxidant;skin conditioning - emollient;skin protecting
HYDROLYZED ULVA LACTUCA EXTRACT,skin conditioning
HYDROLYZED ULVA PERTUSA EXTRACT,skin conditioning
HYDROLYZED UMBILICAL EXTRACT,skin conditioning
HYDROLYZED VA/VINYL ACETOACETATE COPOLYMER,binding;film forming;nail conditioning;surfactant - emulsifying
HYDROLYZED VACCINIUM MYRTILLUS LEAF EXTRACT,skin protecting
HYDROLYZED VACCINIUM VITIS-IDAEA FRUIT,skin conditioning
HYDROLYZED VEGETABLE PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL,hair conditioning;skin conditioning
HYDROLYZED VERBASCUM THAPSUS FLOWER,antioxidant;skin protecting
HYDROLYZED VIOLA TRICOLOR EXTRACT,skin protecting
HYDROLYZED VITIS LABRUSCA SKIN EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED WALNUT EXTRACT,antioxidant;astringent;hair conditioning;skin conditioning
HYDROLYZED WHEAT BRAN,antioxidant;humectant;skin conditioning;skin conditioning - emollient;skin protecting;uv absorber
HYDROLYZED WHEAT BRAN EXTRACT,bleaching
HYDROLYZED WHEAT FLOUR,skin conditioning
HYDROLYZED WHEAT GERM EXTRACT,antioxidant;skin conditioning
HYDROLYZED WHEAT GLUTEN,moisturising;skin conditioning;skin protecting
HYDROLYZED WHEAT GLUTEN EXTRACT,skin conditioning
HYDROLYZED WHEAT PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED WHEAT PROTEIN PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED WHEAT PROTEIN PG-PROPYL SILANETRIOL,hair conditioning;skin conditioning
HYDROLYZED WHEAT PROTEIN/CYSTINE BIS-PG-PROPYL SILANETRIOL COPOLYMER,hair conditioning
HYDROLYZED WHEAT PROTEIN/DIMETHICONE PEG-7 ACETATE,film forming;skin conditioning
HYDROLYZED WHEAT PROTEIN/DIMETHICONE PEG-7 PHOSPHATE COPOLYMER,film forming;skin conditioning
HYDROLYZED WHEAT PROTEIN/PEG-20 ACETATE COPOLYMER,hair conditioning
HYDROLYZED WHEAT PROTEIN/PVP CROSSPOLYMER,film forming;hair conditioning;hair fixing
HYDROLYZED WHEAT STARCH,skin conditioning;viscosity controlling
HYDROLYZED WHEY,skin conditioning;skin conditioning - emollient
HYDROLYZED WHEY PROTEIN,skin conditioning
HYDROLYZED WINTERGREEN EXTRACT,skin conditioning
HYDROLYZED WOOL,hair conditioning;humectant;skin protecting
HYDROLYZED WOOL CUTICLE PROTEIN,hair conditioning;skin conditioning
HYDROLYZED XANTHOMONAS CAMPESTRIS POLYSACCHARIDE,bleaching
HYDROLYZED XANTHOMONAS CAMPESTRIS POLYSACCHARIDES,skin conditioning
HYDROLYZED XYLAN,skin conditioning
HYDROLYZED YEAST,hair conditioning;skin conditioning
HYDROLYZED YEAST EXTRACT,skin conditioning
HYDROLYZED YEAST PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED YOGURT,hair conditioning
HYDROLYZED YOGURT PROTEIN,hair conditioning;skin conditioning
HYDROLYZED ZANTHOXYLUM PIPERITUM SEED EXTRACT,skin conditioning
HYDROLYZED ZEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED ZIZANIA LATIFOLIA LEAF/STEM EXTRACT,humectant;skin conditioning
HYDROPUNTIA EDULIS CALLUS CULTURE EXTRACT,skin conditioning
HYDROQUINONE,light stabilizer
HYDROXY METHYLOCTYLPHENOL,skin conditioning;skin protecting
HYDROXY METHYLPHENYLPYRIDINONE,skin conditioning
HYDROXY OXOBENZOXATHIOL,astringent
HYDROXY TETRAMETHYLPIPERIDINE OXIDE,antioxidant
HYDROXY/METHOXY SOYBEAN OIL,hair conditioning;skin conditioning
HYDROXYACETOPHENONE,antioxidant
HYDROXYANASATIL RETINOATE,skin conditioning
HYDROXYANTHRAQUINONEAMINOPROPYL METHYL MORPHOLINIUM METHOSULFATE,hair dyeing
HYDROXYAPATITE,abrasive;bulking;oral care;skin conditioning
HYDROXYBENZALDEHYDE,fragrance;perfuming
HYDROXYBENZOMORPHOLINE,hair dyeing
HYDROXYBENZYL ALCOHOL,skin conditioning
HYDROXYBUTYL METHACRYLATE,binding
HYDROXYBUTYL METHYLCELLULOSE,binding;emulsion stabilising;film forming;light stabilizer;viscosity controlling
HYDROXYBUTYRIC ACID/HYDROXYPENTANOIC ACID COPOLYMER,abrasive;skin conditioning;viscosity controlling
HYDROXYCAPRIC ACID,skin conditioning
HYDROXYCAPROYL PHYTOSPHINGOSINE,hair conditioning;skin conditioning
HYDROXYCAPRYLIC ACID,skin conditioning
HYDROXYCAPRYLOYL PHYTOSPHINGOSINE,hair conditioning;skin conditioning
HYDROXYCETETH-60,cleansing;surfactant - cleansing
HYDROXYCETYL HYDROXYETHYL DIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYCETYL HYDROXYETHYLSTEARAMIDE,skin conditioning
HYDROXYCETYL ISOSTEARATE,skin conditioning;skin conditioning - emollient;surfactant - emulsifying
HYDROXYCETYL PHOSPHATE,light stabilizer;surfactant - cleansing;surfactant - emulsifying
HYDROXYCINNAMIC ACID,skin conditioning
HYDROXYCINNAMOYL DIPEPTIDE-27 AMIDE,skin conditioning;skin protecting
HYDROXYCITRONELLAL,perfuming
HYDROXYCITRONELLAL DIMETHYL ACETAL,perfuming
HYDROXYCITRONELLAL METHYL ANTHRANILATE,perfuming
HYDROXYCITRONELLAL-INDOLE SCHIFF BASE,perfuming
HYDROXYCITRONELLOL,perfuming
HYDROXYCITRYL PALMITATE,anti-seborrheic;astringent;deodorant;skin conditioning
HYDROXYCORTISONE SUCCINATE,skin conditioning
HYDROXYCYCLOHEXYL ETHYLTRISILOXANE SAPUCAINHATE,skin conditioning - emollient
HYDROXYCYCLOHEXYL METHYL KETONE,perfuming
HYDROXYCYCLOHEXYL PHENYL KETONE,binding
HYDROXYDAIDZEIN,antioxidant;skin conditioning;skin protecting
HYDROXYDECYL MALTITOL,surfactant - cleansing
HYDROXYDECYL UBIQUINONE,antioxidant
HYDROXYDECYL UBIQUINONE LINOLEATE,antioxidant;skin conditioning
HYDROXYDECYL UBIQUINOYL DIPALMITOYL GLYCERATE,skin conditioning
HYDROXYDICHLORODIPHENYL ETHER,antimicrobial
HYDROXYDODECYL DIMETHOXYBENZAMIDE,bleaching;skin protecting
HYDROXYDODECYL HYDROXYETHYL ETHYLENEDIAMINE/METHYL ACRYLATE DENDRIMER,surfactant - cleansing;surfactant - emulsifying
HYDROXYECTOIN,buffering;skin conditioning;skin conditioning - emollient
HYDROXYETHOXY AMINOPYRAZOLOPYRIDINE HCL,hair dyeing
HYDROXYETHOXY BENZOYL ISOPROPANOL,reducing
HYDROXYETHOXYETHYL UREA,hair conditioning;skin conditioning;skin protecting
HYDROXYETHOXYPHENOL,skin conditioning
HYDROXYETHOXYPHENYL BUTANONE,preservative;skin conditioning
HYDROXYETHYL ACETOMONIUM PG-DIMETHICONE,surfactant - cleansing
HYDROXYETHYL ACRYLAMIDE,binding
HYDROXYETHYL ACRYLATE/IPDI/PPG-15 GLYCERYL ETHER COPOLYMER,binding
HYDROXYETHYL ACRYLATE/METHOXYETHYL ACRYLATE COPOLYMER,film forming
HYDROXYETHYL ACRYLATE/METHOXYETHYL ACRYLATE/ETHYLHEXYL ACRYLATE COPOLYMER,film forming;skin conditioning;skin protecting
HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,emulsion stabilising;viscosity controlling
HYDROXYETHYL BEHENAMIDOPROPYL DIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYETHYL CARBOXYMETHYL COCAMIDOPROPYLAMINE,cleansing;hair conditioning;surfactant - cleansing;surfactant - foam boosting
HYDROXYETHYL CETEARAMIDOPROPYLDIMONIUM CHLORIDE,antistatic;hair conditioning;skin conditioning
HYDROXYETHYL CETYLDIMONIUM CHLORIDE,antistatic;hair conditioning;surfactant - cleansing
HYDROXYETHYL CETYLDIMONIUM PHOSPHATE,antistatic;hair conditioning;surfactant - cleansing
HYDROXYETHYL CHITOSAN,film forming;viscosity controlling
HYDROXYETHYL CYCLODEXTRIN,skin conditioning
HYDROXYETHYL DIETHYLENETRIAMINE DIOLEAMIDE/PALMITAMIDE,hair conditioning
HYDROXYETHYL DIMETHICONE,not reported
HYDROXYETHYL DIMETHICONE LAURATE,surfactant - emulsifying
HYDROXYETHYL DIMETHYLAMMONIUM LACTATE,surfactant - emulsifying
HYDROXYETHYL DIPHENYL IMIDAZOLINE,antistatic;hair conditioning
HYDROXYETHYL ERUCAMIDOPROPYL DIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYETHYL ETHYLCELLULOSE,binding;emulsion stabilising;film forming;surfactant - emulsifying;viscosity controlling
HYDROXYETHYL ETHYLENE DIPALMITAMIDE,skin conditioning
HYDROXYETHYL FURANHYDROXYNAPHTHOQUINONE,antimicrobial;antioxidant
HYDROXYETHYL GLYCERYL OLEATE/STEARATE,surfactant - cleansing
HYDROXYETHYL HYDROXYPROPYL C12-15 ALKOXYPROPYLAMINE OXIDE,cleansing;hair conditioning;surfactant - cleansing;surfactant - foam boosting
HYDROXYETHYL IMIDAZOLIDINONE,humectant
HYDROXYETHYL ISOBUTYL PIPERIDINE CARBOXYLATE,antimicrobial
HYDROXYETHYL ISOSTEARYLOXY ISOPROPANOLAMINE,emulsion stabilising;skin conditioning
HYDROXYETHYL LAURDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYETHYL METHYLTHIOPROPENAMIDE,skin protecting
HYDROXYETHYL METHYLTOLYLAMINE,film forming;nail conditioning
HYDROXYETHYL OLEYL DIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYETHYL PALMITYL OXYHYDROXYPROPYL PALMITAMIDE,humectant;skin conditioning - emollient
HYDROXYETHYL PANTOTHENAMIDE MEA,hair conditioning;skin conditioning
HYDROXYETHYL PEI-1000,surfactant - cleansing
HYDROXYETHYL PEI-1500,surfactant - cleansing
HYDROXYETHYL PHENOXYACETATE,perfuming
HYDROXYETHYL SORBITOL,humectant;skin conditioning
HYDROXYETHYL STEARAMIDE-MIPA,antistatic;opacifying;viscosity controlling
HYDROXYETHYL TALLOWDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYETHYL UREA,hair conditioning;humectant;skin conditioning
"HYDROXYETHYL-2,6-DINITRO-P-ANISIDINE",hair dyeing
HYDROXYETHYL-2-NITRO-P-TOLUIDINE,hair dyeing
"HYDROXYETHYL-3,4-METHYLENEDIOXYANILINE HCL",hair dyeing
HYDROXYETHYL-P-PHENYLENEDIAMINE SULFATE,hair dyeing
HYDROXYETHYL/METHOXYETHYL ACRYLATE COPOLYMER,film forming
HYDROXYETHYL/METHOXYETHYL ACRYLATE/ BUTYL ACRYLATE COPOLYMER,film forming
HYDROXYETHYL/METHOXYETHYL ACRYLATE/BUTYL ACRYLATE COPOLYMER,film forming
HYDROXYETHYLAMINOMETHYL-P-AMINOPHENOL,hair dyeing
HYDROXYETHYLAMINOMETHYL-P-AMINOPHENOL HCL,hair dyeing
HYDROXYETHYLBUTYLAMINE LAURETH SULFATE,cleansing;surfactant - cleansing
HYDROXYETHYLCELLULOSE,binding;emulsion stabilising;film forming;light stabilizer;viscosity controlling
HYDROXYETHYLCELLULOSE/PHOSPHORYLCHOLINE GLYCOL ACRYLATE COPOLYMER,film forming;hair conditioning;humectant;skin conditioning
HYDROXYETHYLDIETHONIUM POLYISOBUTENYL TRIETHYLAMINOSUCCINATE,surfactant - cleansing;surfactant - emulsifying
HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID,buffering
HYDROXYGENISTEIN,antioxidant
HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE,fragrance;perfuming
HYDROXYISOLEUCINE,humectant;skin conditioning
HYDROXYISOPROPYL METHACRYLATE,solvent
HYDROXYLAMINE HCL,antioxidant
HYDROXYLAMINE SULFATE,antioxidant
HYDROXYLATED 2-OCTANOL,humectant;skin conditioning;skin conditioning - emollient
HYDROXYLATED DOCOSAHEXAENOIC ACID,skin protecting
HYDROXYLATED FULLERENES,antimicrobial;skin conditioning
HYDROXYLATED JOJOBA OIL,hair conditioning;skin conditioning;skin conditioning - emollient
HYDROXYLATED LANOLIN,antistatic;binding;film forming;skin conditioning;skin conditioning - emollient;surfactant - emulsifying
HYDROXYLATED LECITHIN,skin conditioning;surfactant - cleansing;surfactant - emulsifying
HYDROXYLATED METHYL SOYATE TRIMETHYLOLPROPANE ETHER,hair conditioning
HYDROXYLATED MILK GLYCERIDES,skin conditioning;skin conditioning - emollient
HYDROXYLAURIC ACID,skin conditioning
HYDROXYLAUROYL PHYTOSPHINGOSINE,hair conditioning;skin conditioning
HYDROXYLAURYL/HYDROXYMYRISTYL BETAINE,surfactant - cleansing;viscosity controlling
HYDROXYMETHOXYBENZYL PELARGONAMIDE,fragrance
HYDROXYMETHOXYDIHYDRODAIDZEIN METHYL ETHER,skin conditioning
HYDROXYMETHOXYIODOBENZYL GLYCOLAMIDE CAPRATE,hair conditioning
HYDROXYMETHOXYIODOBENZYL GLYCOLAMIDE PELARGONATE,antioxidant;skin conditioning;skin protecting
HYDROXYMETHOXYPHENYL DECANONE,skin conditioning
HYDROXYMETHOXYPHENYL PROPYLMETHYLMETHOXYBENZOFURAN,skin conditioning
HYDROXYMETHYL DIOXOAZABICYCLOOCTANE,antimicrobial
HYDROXYMETHYL PREGNACALCIFEROL,humectant;skin conditioning;skin protecting
HYDROXYMETHYLHEPTYL METHYL KETONE,perfuming
HYDROXYMETHYLHEXYL ETHYL KETONE,perfuming
HYDROXYNONANONE,perfuming
HYDROXYOCTACOSANYL HYDROXYSTEARATE,skin conditioning;skin conditioning - emollient
HYDROXYOCTANONE,hair conditioning
HYDROXYPALMITOYL SPHINGANINE,hair conditioning;skin conditioning
HYDROXYPHENOXY PROPIONIC ACID,skin conditioning
HYDROXYPHENYL DIHYDROXYBENZAMIDE,antioxidant;skin protecting
HYDROXYPHENYL DIHYDROXYISOINDOLINONE,antioxidant
HYDROXYPHENYL DIMETHOXYISOINDOLINONE,antioxidant
HYDROXYPHENYL GLYCINAMIDE,anti-sebum;hair conditioning
HYDROXYPHENYL HYDROXYMETHOXYISOINDOLINONE,antioxidant
HYDROXYPHENYL PIPERAZINYLMETHYL QUINAZOLINONE,anti-sebum
HYDROXYPHENYL PROPAMIDOBENZOIC ACID,skin conditioning
HYDROXYPHENYL PROPIONAMIDE,antioxidant;astringent;bleaching;skin conditioning;skin protecting
HYDROXYPHENYL THIAZINANE CARBOXYLIC ACID,skin conditioning;skin protecting
HYDROXYPINACOLONE RETINOATE,skin conditioning
HYDROXYPROLINE,antistatic;hair conditioning;skin conditioning;surfactant - cleansing
HYDROXYPROLINE PALMITAMIDE,skin conditioning
HYDROXYPROPYL ARGININE CETEARYL ETHER,surfactant - cleansing
HYDROXYPROPYL ARGININE LAURYL/MYRISTYL ETHER HCL,antistatic;hair conditioning;skin conditioning;surfactant - cleansing
HYDROXYPROPYL BIS(N-HYDROXYETHYL-P-PHENYLENEDIAMINE) HCL,hair dyeing
HYDROXYPROPYL BIS-HYDROXYETHYLDIMONIUM CHLORIDE,humectant;skin conditioning
HYDROXYPROPYL BISCETEARYLDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYPROPYL BISISOSTEARAMIDE MEA,skin conditioning - emollient
HYDROXYPROPYL BISISOSTEARAMIDOPROPYLDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYPROPYL BISLAURAMIDE MEA,skin conditioning - emollient
HYDROXYPROPYL BISOLEYLDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYPROPYL BISPALMITAMIDE MEA,skin conditioning - emollient
HYDROXYPROPYL BISSTEARAMIDE MEA,anti-seborrheic;hair conditioning;skin conditioning
HYDROXYPROPYL BISSTEARYLDIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYPROPYL BISTRIMONIUM DIIODIDE,antimicrobial
HYDROXYPROPYL CHITOSAN,film forming
HYDROXYPROPYL CYCLODEXTRIN,fragrance;skin conditioning
HYDROXYPROPYL DIMETHICONE BEHENATE,skin conditioning
HYDROXYPROPYL DIMETHICONE ISOSTEARATE,skin conditioning - emollient
HYDROXYPROPYL DIMETHICONE STEARATE,skin conditioning - emollient
HYDROXYPROPYL DIMETHICONE/POLYSORBATE 20 CROSSPOLYMER,hair fixing
HYDROXYPROPYL DIMETHICONYLPROPYL ACRYLATES COPOLYMER,film forming;surfactant - cleansing;viscosity controlling
HYDROXYPROPYL ETHYLENEDIAMINE CARBOMER,viscosity controlling
HYDROXYPROPYL GUAR,antistatic;binding;emulsion stabilising;film forming;surfactant - cleansing;viscosity controlling
HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,antistatic;hair conditioning
HYDROXYPROPYL HYDROLYZED STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE,antistatic;film forming;hair conditioning
HYDROXYPROPYL METHACRYLATE,film forming
HYDROXYPROPYL METHACRYLATE PEG-13/PPG-2 ETHER,not reported
HYDROXYPROPYL METHYLCELLULOSE,antistatic;binding;emulsion stabilising;film forming;surfactant - cleansing;viscosity controlling
HYDROXYPROPYL METHYLCELLULOSE ACETATE/SUCCINATE,film forming
HYDROXYPROPYL METHYLCELLULOSE PHTHALATE,oral care
HYDROXYPROPYL METHYLCELLULOSE STEAROXY ETHER,viscosity controlling
HYDROXYPROPYL OXIDIZED STARCH,film forming
HYDROXYPROPYL OXIDIZED STARCH PG-TRIMONIUM CHLORIDE,film forming;hair conditioning;humectant;skin conditioning
HYDROXYPROPYL PHENYLHYDRAZINOYL T-BUTYLCARBAMATE,antistatic;uv absorber
HYDROXYPROPYL STARCH,viscosity controlling
HYDROXYPROPYL STARCH PHOSPHATE,bulking;viscosity controlling
HYDROXYPROPYL STREPTOCOCCUS ZOOEPIDEMICUS FERMENT FILTRATE,skin conditioning
HYDROXYPROPYL TETRAHYDROPYRANTRIOL,skin conditioning
